index,count
0,0.0
1,0.69314718056
2,1.09861228867
3,1.38629436112
4,1.60943791243
5,1.79175946923
6,1.94591014906
7,2.07944154168
8,2.19722457734
9,2.30258509299
10,2.3978952728
11,2.48490664979
12,2.56494935746
13,2.63905732962
14,2.7080502011
15,2.77258872224
16,2.83321334406
17,2.8903717579
18,2.94443897917
19,2.99573227355
20,3.04452243772
21,3.09104245336
22,3.13549421593
23,3.17805383035
24,3.21887582487
25,3.25809653802
26,3.295836866
27,3.33220451018
28,3.36729582999
29,3.40119738166
30,3.43398720449
31,3.4657359028
32,3.49650756147
33,3.52636052462
34,3.55534806149
35,3.58351893846
36,3.61091791264
37,3.63758615973
38,3.66356164613
39,3.68887945411
40,3.7135720667
41,3.73766961828
42,3.76120011569
43,3.78418963392
44,3.80666248977
45,3.82864139649
46,3.85014760171
47,3.87120101091
48,3.89182029811
49,3.91202300543
50,3.93182563272
51,3.95124371858
52,3.97029191355
53,3.98898404656
54,4.00733318523
55,4.02535169074
56,4.04305126783
57,4.06044301055
58,4.07753744391
59,4.09434456222
60,4.11087386417
61,4.12713438505
62,4.14313472639
63,4.15888308336
64,4.1743872699
65,4.18965474203
66,4.20469261939
67,4.21950770518
68,4.2341065046
69,4.24849524205
70,4.26267987704
71,4.27666611902
72,4.29045944115
73,4.3040650932
74,4.31748811354
75,4.33073334029
76,4.34380542185
77,4.35670882669
78,4.36944785247
79,4.38202663467
80,4.39444915467
81,4.40671924726
82,4.4188406078
83,4.43081679884
84,4.45434729625
85,4.46590811865
86,4.47733681448
87,4.48863636973
88,4.49980967033
89,4.51085950652
90,4.52178857705
91,4.53259949315
92,4.54329478227
93,4.5538768916
94,4.56434819147
95,4.5747109785
96,4.58496747867
97,4.59511985013
98,4.60517018599
99,4.61512051684
100,4.62497281328
101,4.63472898823
102,4.64439089914
103,4.65396035016
104,4.66343909411
105,4.67282883446
106,4.68213122712
107,4.69134788223
108,4.70048036579
109,4.70953020131
110,4.7184988713
111,4.72738781871
112,4.73619844839
113,4.74493212836
114,4.75359019111
115,4.7621739348
116,4.77068462447
117,4.77912349311
118,4.78749174278
119,4.7957905456
120,4.80402104473
121,4.81218435537
122,4.82028156561
123,4.8283137373
124,4.83628190695
125,4.84418708646
126,4.85203026392
127,4.85981240436
128,4.86753445046
129,4.8751973232
130,4.88280192259
131,4.89034912822
132,4.89783979995
133,4.90527477844
134,4.91265488574
135,4.91998092583
136,4.92725368516
137,4.93447393313
138,4.94164242261
139,4.94875989038
140,4.9558270576
141,4.96284463026
142,4.96981329958
143,4.97673374242
144,4.98360662171
145,4.99043258678
146,4.99721227376
147,5.00394630595
148,5.0106352941
149,5.01727983681
150,5.02388052085
151,5.03043792139
152,5.03695260241
153,5.04342511692
154,5.04985600725
155,5.05624580535
156,5.06259503303
157,5.06890420222
158,5.07517381523
159,5.08140436498
160,5.08759633523
161,5.09375020081
162,5.09986642782
163,5.1059454739
164,5.11198778836
165,5.11799381242
166,5.1239639794
167,5.12989871492
168,5.13579843705
169,5.1416635565
170,5.14749447681
171,5.1532915945
172,5.15905529921
173,5.16478597392
174,5.17048399504
175,5.17614973257
176,5.18178355029
177,5.18738580584
178,5.19295685089
179,5.19849703127
180,5.20400668708
181,5.20948615284
182,5.21493575761
183,5.22035582508
184,5.22574667371
185,5.23110861685
186,5.23644196283
187,5.24174701506
188,5.24702407216
189,5.25227342805
190,5.25749537203
191,5.2626901889
192,5.26785815906
193,5.27299955856
194,5.27811465923
195,5.28320372874
196,5.28826703069
197,5.29330482472
198,5.29831736655
199,5.30330490806
200,5.3082676974
201,5.31320597904
202,5.31811999384
203,5.32300997914
204,5.32787616879
205,5.33271879327
206,5.3375380797
207,5.34233425196
208,5.34710753072
209,5.35185813348
210,5.35658627467
211,5.36129216571
212,5.36597601502
213,5.37063802813
214,5.37527840768
215,5.37989735354
216,5.38449506279
217,5.38907172982
218,5.39362754635
219,5.39816270152
220,5.40267738187
221,5.40717177146
222,5.41164605186
223,5.4161004022
224,5.42053499927
225,5.42495001748
226,5.42934562895
227,5.43372200355
228,5.43807930892
229,5.44241771052
230,5.44673737167
231,5.45103845357
232,5.45532111536
233,5.45958551414
234,5.46383180503
235,5.46806014114
236,5.47227067367
237,5.47646355193
238,5.48063892334
239,5.48479693349
240,5.48893772616
241,5.49306144334
242,5.49716822529
243,5.50125821054
244,5.50533153593
245,5.50938833663
246,5.51745289646
247,5.52545293913
248,5.53338948873
249,5.53733426702
250,5.54126354516
251,5.54517744448
252,5.55295958492
253,5.5568280617
254,5.56068163102
255,5.56452040732
256,5.56834450376
257,5.57215403218
258,5.57594910315
259,5.57972982599
260,5.58349630878
261,5.5872486584
262,5.59098698051
263,5.5947113796
264,5.598421959
265,5.60211882088
266,5.6058020663
267,5.60947179518
268,5.61312810639
269,5.61677109767
270,5.62040086572
271,5.62401750619
272,5.62762111369
273,5.63121178182
274,5.63478960317
275,5.63835466933
276,5.64190707094
277,5.64544689764
278,5.64897423816
279,5.65248918027
280,5.65599181082
281,5.65948221576
282,5.66296048014
283,5.66988092298
284,5.67332326717
285,5.67675380227
286,5.68357976734
287,5.68697535634
288,5.69035945432
289,5.6937321388
290,5.69709348651
291,5.70044357339
292,5.70378247466
293,5.70711026475
294,5.71042701737
295,5.71702770141
296,5.72358510195
297,5.72684774759
298,5.73009978297
299,5.7333412769
300,5.73657229748
301,5.73979291218
302,5.74300318781
